"Count","Name","Price","I purchased this phone and didn't work","Review","Quantity","Brand","Brand_Number"
"85","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","4","Phone is pretty good headphones are loud but the case doesn't protect it. Haven't activated it yet but its up to date and really nice size👍. The down side of it is that when u first turn it on it has a virus and porn but download a cleaning or security app to take it off🙌.","108","Samsung","8"
"86","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","5","Very nice and works fine","108","Samsung","8"
"87","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","It didnt. I never received it. In the box was a charger, a plastic case and some earbuds but NO PHONE!!!! No stars for the phone.","108","Samsung","8"
"88","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","The phone I orders is defected..","108","Samsung","8"
"89","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","no","108","Samsung","8"
"90","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","5","Very nice phone. I fully recommend it; the only problem was the bad quality of the camera but fixed that with an app and its great. Does work with straighttalk bring your own phone (BYOP) packet. You have to use the att or t-mobile sim cards and you HAVE to call the customer service operators so they can do it. They will tell you its not going to work blah blah blah but it does work I ordered two of this phones and they are working perfectly wih 4G. Only bought one BYOP packet--it comes with three different sim cards so it worked for me so I could activate both phones with one packet. After you activate the service then straight talk sends you a txt so you visit a website link and activate your internet: dont worry its very easy to do.When you first get it remember to remove back cover and remove paper from battery so it wont blink when you are charging it. Its blinking cuz there's something preventing the phone from charging and the phone is telling you that.Read your instructions peopleGood luck with your phone!Thank you.","108","Samsung","8"
"91","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","its an ok phone. i like the size, but the camera quality is horrible and it is not 4g compatible like it says. it was extremely slow from the moment i opened it and it will not allow me to send text messages","108","Samsung","8"
"92","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","When I received this it looked in good condition but once I tried to turn it in it didn't work even though I was charging... First time buying this and I don't recomand this item","108","Samsung","8"
"93","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","This phone is not a good phone! I haven't had this phone a week, and the screen is already trying to go out. I want my money!","108","Samsung","8"
"94","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","Just got this today and the phone doesn't work. Like I went to charge it and guess what it just blink white screen every time doesn't show it charging and it won't turn on. I spent 80 dollar that I really don't have just to get my friend a gift for late Christmas gift. Now I am out 80 dollars and I can't do anything with it","108","Samsung","8"
"95","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","4","nice phone. can not use with net 10 service. was only problem I had with it. If I could of used it with my service it would of been great.","108","Samsung","8"
"96","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","3","Because it isn't compatible with straight talk and it says unlocked. I love the size of it but it's S***. Definitely wouldn't recommend.","108","Samsung","8"
"97","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","4","Very nice phone, bigger than a iphone 6 only problem was the poor quality of the camera","108","Samsung","8"
"98","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","NO GOOD.. I ordered it in November been having problems with it since it came. Its full of viruses! It always black out and lockup. Continues to download everything . please people don't east your money on this phone. My boyfriend and I both order them and still had to buy new phones because this phone is no good. I did not want to give this phone a one star. Wish we could get our money back. This phone is/was very stressful to have","108","Samsung","8"
"99","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","HORRIBLE!","108","Samsung","8"
"100","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","This phone is no good. It looks nice but no good. I just got my phone and it keep turning off on me. I'm returning it . I'm piss though because can't get refund until after they get it back I need phone","108","Samsung","8"
"101","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","Hey,i just received the phone today and it will not come on.. All it do is blank .. I even let it charge for a while and it still blank","108","Samsung","8"
"102","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","2","I love the phone but it's not letting me download any apps don't wanna have to send it back but it's really not working right for me","108","Samsung","8"
"103","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","This phone is very bad. I don't know how to send it back to amazon. First it can't get the connection every where. I use it with T-mobile but I am almost all time out of network connection. Second it is always turn off alone. I really hate this phone","108","Samsung","8"
"104","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","Worst phone I've ever bought, it was super slow and quit working after 2 weeks, do not buy this piece of junk.","108","Samsung","8"
"105","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","2","I love how big the phone is but it totally sucks. It's 2g(not 3G) phone. It cuts on an off on you. Very disappointed in this phone. Would NOT recommend this to anyone.","108","Samsung","8"
"106","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","Just 1 month and it did not work anymore. It restarts for itself. Not recommend","108","Samsung","8"
"107","6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)","100","1","It sucks so slow","108","Samsung","8"
"108","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","I like this smartphone, good quality very very smartphone, the color, pretty, 5.5 inch perfect in the hand, I recomend this smartphone very very smart. Thank a Amazon and the other seller of china.","530","Lenovo","1"
"109","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","100% recomendado","530","Lenovo","1"
"110","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","excellent","530","Lenovo","1"
"111","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","THANKS A GOOD PRODUCT","530","Lenovo","1"
"112","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","I am satisfied with my purchase","530","Lenovo","1"
"113","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","muy bueno gracias","530","Lenovo","1"
"114","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","3","Good","530","Lenovo","1"
"115","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","3","in venezuela not take 3g from movilnet","530","Lenovo","1"
"116","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","Excelente","530","Lenovo","1"
"117","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","Excelente","530","Lenovo","1"
"118","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","1","revision","530","Lenovo","1"
"119","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","4","good mobile","530","Lenovo","1"
"120","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","It is a nice phone","530","Lenovo","1"
"121","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","4","Excellent seller recommend 100%","530","Lenovo","1"
"122","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","4","the only situation is tha you have to upload a new software.all in Chinese!!! what??? yes all in chinese","530","Lenovo","1"
"123","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","f","530","Lenovo","1"
"124","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","fine fine","530","Lenovo","1"
"125","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","Excellent!","530","Lenovo","1"
"126","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","This product arrived in excellent time.","530","Lenovo","1"
"127","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","good","530","Lenovo","1"
"128","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","1","The biggest downside to this phone is from China. It looks great. I've been using it about a week and already having charging/battery issues. Its definitely going back!","530","Lenovo","1"
"129","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","I love it, the only problem is the camera its not very clear but its okay!","530","Lenovo","1"
"130","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","3","The size of phone is good fast enough and convenient for Every day use and also fits in average hand.The battery is not very strong and Wireless is looking weak.if you need a phone for both talk and internet This is a very Economical option.venkata","530","Lenovo","1"
"131","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","4","The phone is excellent at such a low price compared to other brands. fast, long battery life, I would give it five star if the phone was set properly. The large screen is so nice for a old person to read.I downloaded the Wechat I used most from either Lenovo store or Amazon store apps installed on it (sorry I do not remember). I did not find Google play when it arrived.you have to figure out how to change the default Chinese browser into a English one. Some things are still in Chinese although the language was initially set to be English. this seller have not done the right rooting as it described. But that does not prevent me enjoy the phone until now. Its default setting needs to be customized if you use gophone plan. You MUST turn off the data connection service to avoid automatic connecting and charging for the online time (Could be too late when you notice that).I will add more when I learn using other functions.Just find that when you insert 32G SD card, the machine response very slow. Do not recommend to try to use 32G Card.","530","Lenovo","1"
"132","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","4","the phone is good i liked it its amaizing a loved it the only thing that i oreder in white and they send mi in blackbut is an amaizing phone","530","Lenovo","1"
"133","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","This is the second smartphone I purchased (my first one is the same phone, in black). After my experience with my 1st Lenovo A850, I realize that the cheapest price does not mean the phone is best setup to fit my use. I got this one from PriceAngels. Before I placed my order, I confirmed with the seller on setting the language to English, rooting and installing GooglePlay. The seller was very prompt in getting back to me. For that, I thank you!The phone's screen quality is good (although not as high end as HD) for the price level. The touch response is as good as any high end smartphones. Since this phone has been rooted, I could install any app/tools I want.things for Lenovo A850 should be noted (for good reasons) --1. The FM radio is very clear. You cannot use the FM radio on speaker, you must use an ear piece.2. This phone has a built in GPS. I installed a GPS app that does not need internet connection to the phone. The GPS app has slow responses, so, it is hard to tell how good is the GPS until I try some more. If non-web GPS app works well, then I do not have to use DATA for direction at all. For now, my GPS device will remain in the car...3. Although the phone's language has been set to English, some status updates / indicators on the phone are still in Chinese. This does not bother me. I don't think you can have EVERYTHING set to English or another language.4. The phone boots up to some Chinese mobile company. This is one setting I would love to change but don't know how.This phone still gets 5-star rating from me. This is a great phone and the price is great.","530","Lenovo","1"
"134","5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play)","161.06","5","Positive Sides : Big screen, very nice colours , not bad camera for 5MP, fast in work, perfect body quality, long battery life, low priceNegative Sides : NOT LOADED WITH GOOGLE PLAY, a lot of chinese apps and some of them you can't uninstall (but you can root it to English or another language, if you have such knowledge)","530","Lenovo","1"
